sample_id,model_name,task_type,description,actions,expected_result
448,process_9.bpmn,conformance,conformance_large_false,"the_employee_approve_parental_leave_request(end,1), the_employee_approve_parental_leave_request(start,1), social_security_sends_back_parents_information_to_employee(end,1,no), social_security_sends_back_parents_information_to_employee(start,1), social_security_checks_the_parents_information(end,1), social_security_checks_the_parents_information(start,1), the_employer_sends_parents_information_to_the_social_security(end,1), the_employer_sends_parents_information_to_the_social_security(start,1), the_employer_receives_info_and_checks_it(end,1,yes), the_employer_receives_info_and_checks_it(start,1), send_all_the_neccesarry_info_to_employer(end,1), send_all_the_neccesarry_info_to_employer(start,1), take_protection_period(end,1), take_protection_period(start,1), choose_the_employment_type(end,1,no), choose_the_employment_type(start,1), select_a_parent_type(end,1), select_a_parent_type(start,1), acquire(1, main_process), start(1)",False
449,process_24.bpmn,legality,legality_small_true,"search_for_intership(1), enter_webpage(start,1), enter_webpage(end,1)",True
450,process_24.bpmn,legality,legality_small_false,"search_for_intership(1), enter_topic_of_interest(start,1), enter_topic_of_interest(end,1)",False
451,process_24.bpmn,legality,legality_large_true,"search_for_intership(1), enter_webpage(start,1), enter_webpage(end,1), enter_topic_of_interest(start,1), enter_topic_of_interest(end,1), enter_salary_expectacions(start,1), enter_salary_expectacions(end,1), search_for_offers(start,1), search_for_offers(end,1), display_fitted_offers(start,1), display_fitted_offers(end,1), analyze_offer(start,1), analyze_offer(end,1), update_candidate_profile(start,1), update_candidate_profile(end,1)",True
452,process_24.bpmn,legality,legality_large_false,"search_for_intership(1), enter_topic_of_interest(start,1), enter_topic_of_interest(end,1), enter_webpage(start,1), enter_webpage(end,1), enter_salary_expectacions(start,1), enter_salary_expectacions(end,1), enter_previous_experience(start,1), enter_previous_experience(end,1), enter_hobbies(start,1), enter_hobbies(end,1), search_for_offers(start,1), search_for_offers(end,1), display_fitted_offers(start,1), display_fitted_offers(end,1), analyze_offer(start,1), analyze_offer(end,1)",False
453,process_24.bpmn,conformance,conformance_small_true,"enter_topic_of_interest(end,1), enter_topic_of_interest(start,1), enter_webpage(end,1), enter_webpage(start,1), acquire(1, main_process), search_for_intership(1)",True
454,process_24.bpmn,conformance,conformance_small_false,"enter_salary_expectacions(end,1), enter_salary_expectacions(start,1), enter_webpage(end,1), enter_webpage(start,1), enter_topic_of_interest(end,1), enter_topic_of_interest(start,1), acquire(1, main_process), search_for_intership(1)",False
455,process_24.bpmn,conformance,conformance_large_true,"enter_hobbies(end,1), enter_hobbies(start,1), enter_salary_expectacions(end,1), enter_salary_expectacions(start,1), enter_topic_of_interest(end,1), enter_topic_of_interest(start,1), enter_webpage(end,1), enter_webpage(start,1), acquire(1, main_process), search_for_intership(1)",True
456,process_24.bpmn,conformance,conformance_large_false,"search_for_offers(end,1), search_for_offers(start,1), enter_salary_expectacions(end,1), enter_salary_expectacions(start,1), enter_webpage(end,1), enter_webpage(start,1), enter_topic_of_interest(end,1), enter_topic_of_interest(start,1), acquire(1, main_process), search_for_intership(1)",False
457,process_38.bpmn,legality,legality_small_true,"create_a_3d_model(1), send_sketches_to_an_artist(start,1), send_sketches_to_an_artist(end,1)",True
458,process_38.bpmn,legality,legality_small_false,"create_a_3d_model(1), receive_result(start,1), receive_result(end,1,yes), send_sketches_to_an_artist(start,1), send_sketches_to_an_artist(end,1)",False
459,process_38.bpmn,legality,legality_large_true,"create_a_3d_model(1), send_sketches_to_an_artist(start,1), send_sketches_to_an_artist(end,1), receive_result(start,1), receive_result(end,1,yes), choose_the_color(start,1), choose_the_color(end,1,yes), check_color_level(start,1), check_color_level(end,1,no)",True
460,process_38.bpmn,legality,legality_large_false,"create_a_3d_model(1), receive_result(start,1), receive_result(end,1,yes), send_sketches_to_an_artist(start,1), send_sketches_to_an_artist(end,1), choose_the_color(start,1), choose_the_color(end,1,yes), check_color_level(start,1), check_color_level(end,1,yes)",False
461,process_38.bpmn,conformance,conformance_small_true,"receive_result(end,1,yes), receive_result(start,1), send_sketches_to_an_artist(end,1), send_sketches_to_an_artist(start,1), acquire(1, main_process), create_a_3d_model(1)",True
462,process_38.bpmn,conformance,conformance_small_false,"receive_result(end,1,yes), receive_result(start,1), acquire(1, main_process), create_a_3d_model(1)",False
463,process_38.bpmn,conformance,conformance_large_true,"check_color_level(end,1,yes), check_color_level(start,1), choose_the_color(end,1,yes), choose_the_color(start,1), receive_result(end,1,yes), receive_result(start,1), send_sketches_to_an_artist(end,1), send_sketches_to_an_artist(start,1), acquire(1, main_process), create_a_3d_model(1)",True
464,process_38.bpmn,conformance,conformance_large_false,"receive_order_confirmation(end,1), receive_order_confirmation(start,1), order_color(end,1), order_color(start,1), choose_the_color(end,1,no), choose_the_color(start,1), send_sketches_to_an_artist(end,1), send_sketches_to_an_artist(start,1), receive_result(end,1,yes), receive_result(start,1), acquire(1, main_process), create_a_3d_model(1)",False
465,process_61.bpmn,legality,legality_small_true,"start_event(1), entering_model_and_issue(start,1), entering_model_and_issue(end,1)",True
466,process_61.bpmn,legality,legality_small_false,"start_event(1), process_solution(start,1), process_solution(end,1)",False
467,process_61.bpmn,legality,legality_large_true,"start_event(1), entering_model_and_issue(start,1), entering_model_and_issue(end,1), process_solution(start,1), process_solution(end,1), display_stuff_you_need(start,1), display_stuff_you_need(end,1), display_places_to_buy(start,1), display_places_to_buy(end,1)",True
468,process_61.bpmn,legality,legality_large_false,"start_event(1), process_solution(start,1), process_solution(end,1), entering_model_and_issue(start,1), entering_model_and_issue(end,1), display_stuff_you_need(start,1), display_stuff_you_need(end,1), display_places_to_buy(start,1), display_places_to_buy(end,1)",False
469,process_61.bpmn,conformance,conformance_small_true,"entering_model_and_issue(end,1), entering_model_and_issue(start,1), acquire(1, main_process), start_event(1)",True
470,process_61.bpmn,conformance,conformance_small_false,"process_solution(end,1), process_solution(start,1), acquire(1, main_process), start_event(1)",False
471,process_61.bpmn,conformance,conformance_large_true,"display_places_to_buy(end,1), display_places_to_buy(start,1), display_stuff_you_need(end,1), display_stuff_you_need(start,1), process_solution(end,1), process_solution(start,1), entering_model_and_issue(end,1), entering_model_and_issue(start,1), acquire(1, main_process), start_event(1)",True
472,process_61.bpmn,conformance,conformance_large_false,"display_places_to_buy(end,1), display_places_to_buy(start,1), display_stuff_you_need(end,1), display_stuff_you_need(start,1), entering_model_and_issue(end,1), entering_model_and_issue(start,1), process_solution(end,1), process_solution(start,1), acquire(1, main_process), start_event(1)",False
473,process_78.bpmn,legality,legality_small_true,open_e_shop_homepage(1),True
474,process_78.bpmn,legality,legality_small_false,"open_e_shop_homepage(1), customer_credentials_being_checked_by_system(start,1), customer_credentials_being_checked_by_system(end,1,yes), customer_logs_into_e_shop(start,1), customer_logs_into_e_shop(end,1)",False
475,process_78.bpmn,legality,legality_large_true,"open_e_shop_homepage(1), customer_logs_into_e_shop(start,1), customer_logs_into_e_shop(end,1), customer_credentials_being_checked_by_system(start,1), customer_credentials_being_checked_by_system(end,1,yes), customer_selects_a_product(start,1), customer_selects_a_product(end,1), customer_adds_product_to_shopping_cart(start,1), customer_adds_product_to_shopping_cart(end,1), customer_saves_product(start,1), customer_saves_product(end,1), customer_checks_if_product_was_already_selected(start,1), customer_checks_if_product_was_already_selected(end,1,yes)",True
476,process_78.bpmn,legality,legality_large_false,"open_e_shop_homepage(1), customer_credentials_being_checked_by_system(start,1), customer_credentials_being_checked_by_system(end,1,no)",False
477,process_78.bpmn,conformance,conformance_small_true,"customer_credentials_being_checked_by_system(end,1,yes), customer_credentials_being_checked_by_system(start,1), customer_logs_into_e_shop(end,1), customer_logs_into_e_shop(start,1), acquire(1, main_process), open_e_shop_homepage(1)",True
478,process_78.bpmn,conformance,conformance_small_false,"customer_logs_into_e_shop(end,1), customer_logs_into_e_shop(start,1), customer_credentials_being_checked_by_system(end,1,yes), customer_credentials_being_checked_by_system(start,1), acquire(1, main_process), open_e_shop_homepage(1)",False
479,process_78.bpmn,conformance,conformance_large_true,"customer_logs_into_e_shop(end,1), customer_logs_into_e_shop(start,1), acquire(1, main_process), open_e_shop_homepage(1)",True
480,process_78.bpmn,conformance,conformance_large_false,"customer_checks_if_product_was_already_selected(end,1,yes), customer_checks_if_product_was_already_selected(start,1), customer_saves_product(end,1), customer_saves_product(start,1), customer_adds_product_to_shopping_cart(end,1), customer_adds_product_to_shopping_cart(start,1), customer_selects_a_product(end,1), customer_selects_a_product(start,1), customer_logs_into_e_shop(end,1), customer_logs_into_e_shop(start,1), customer_credentials_being_checked_by_system(end,1,yes), customer_credentials_being_checked_by_system(start,1), acquire(1, main_process), open_e_shop_homepage(1)",False
481,process_76.bpmn,legality,legality_small_true,"food_order_decided(1), select_type_of_order(start,1), select_type_of_order(end,1,With menu), select_menu(start,1), select_menu(end,1), select_type_of_beverage(start,1), select_type_of_beverage(end,1)",True
482,process_76.bpmn,legality,legality_small_false,"food_order_decided(1), select_menu(start,1), select_menu(end,1), select_type_of_order(start,1), select_type_of_order(end,1,With menu), select_type_of_beverage(start,1), select_type_of_beverage(end,1)",False
483,process_76.bpmn,legality,legality_large_true,"food_order_decided(1), select_type_of_order(start,1), select_type_of_order(end,1,Burger only), select_burger(start,1), select_burger(end,1), make_payment(start,1), make_payment(end,1), enter_customers_name(start,1), enter_customers_name(end,1), prepare_burger(start,1), prepare_burger(end,1)",True
484,process_76.bpmn,legality,legality_large_false,"food_order_decided(1), select_menu(start,1), select_menu(end,1), select_type_of_order(start,1), select_type_of_order(end,1,With menu), select_type_of_beverage(start,1), select_type_of_beverage(end,1), select_side(start,1), select_side(end,1), prepare_beverage(start,1), prepare_beverage(end,1), prepare_french_fries(start,1), prepare_french_fries(end,1), make_payment(start,1), make_payment(end,1)",False
485,process_76.bpmn,conformance,conformance_small_true,"select_type_of_beverage(end,1), select_type_of_beverage(start,1), select_menu(end,1), select_menu(start,1), select_type_of_order(end,1,With menu), select_type_of_order(start,1), acquire(1, main_process), food_order_decided(1)",True
486,process_76.bpmn,conformance,conformance_small_false,"select_type_of_order(end,1,Burger only), select_type_of_order(start,1), select_burger(end,1), select_burger(start,1), acquire(1, main_process), food_order_decided(1)",False
